file,orgText,whisperxOut,WER
achtgesichterambiwasse/achtgesichterambiwasse_0441.wav,kiri war jetzt siebzehn jahre und dachte ans heiraten zwei mädchen kamen für ihn in betracht, Kiri war jetzt siebzehn Jahre und dachte ans Heiraten. Zwei Mädchen kamen für ihn in Betracht.,
achtgesichterambiwasse/achtgesichterambiwasse_0442.wav,eine kleine teehaustänzerin die nicht mehr jung war aber etwas geld beiseite gelegt hatte da sie einmal sehr schön gewesen," Eine kleine Theehaustänzerin, die nicht mehr jung war, aber etwas Geld beiseitegelegt hatte, da sie einmal sehr schön gewesen,",
achtgesichterambiwasse/achtgesichterambiwasse_0443.wav,und gewisse liebesumarmungen besser verstanden hatte als andere teehausmädchen, und gewisse Liebesumarmungen besser verstanden hatte als andere Teehausmädchen.,
achtgesichterambiwasse/achtgesichterambiwasse_0444.wav,sie hiess «perlmutterfüsschen» und war kiri besonders von seiner mutter und von seinem vater dringend zur ehe empfohlen, Sie hieß Perlmutter Füßchen und war Kiri besonders von seiner Mutter und von seinem Vater dringend zur Ehe empfohlen.,
achtgesichterambiwasse/achtgesichterambiwasse_0445.wav,die andere war eine traumerscheinung ein mädchen von dem er immer träumte," Die andere war eine Traumerscheinung, ein Mädchen, von dem er immer träumte,",
achtgesichterambiwasse/achtgesichterambiwasse_0446.wav,wenn er den nachtregen über karasaki regnen hörte diese auserwählte war sein persönliches geheimnis, wenn er den Nachtregen über Karasaki regnen hörte. Diese Auserwählte war sein persönliches Geheimnis.,
achtgesichterambiwasse/achtgesichterambiwasse_0447.wav,kein bewohner von karasaki hatte sie je gesehen keiner der menschen die rings um den biwasee wohnen war ihr je begegnet," Kein Bewohner von Karasaki hatte sie je gesehen. Keiner der Menschen, die rings um den Biversee wohnen, war ihr je begegnet.",
achtgesichterambiwasse/achtgesichterambiwasse_0448.wav,nur kiri allein wusste wie sie aussah aber weder seinem vater noch seiner mutter," Nur Kiri allein wusste, wie sie aussah, aber weder seinem Vater noch seiner Mutter,",
achtgesichterambiwasse/achtgesichterambiwasse_0449.wav,«der wolke vor dem mond» erzählte er jemals von diesem mädchen, Der Wolke vor dem Mond erzählte er jemals von diesem Mädchen.,
achtgesichterambiwasse/achtgesichterambiwasse_0450.wav,jetzt im märz im vorfrühling lag kiri in einer nacht allein draussen auf dem see hatte eine kienfackel am kiel des bootes befestigt," Jetzt im März, im Vorfrühling, lag Kiri in einer Nacht allein draußen auf dem See, hatte eine Kienfackel am Kiel des Bootes befestigt,",
achtgesichterambiwasse/achtgesichterambiwasse_0451.wav,das grosse netz ausgeworfen und ruderte langsam vom rötlichen feuerschein umgeben über das wasser das schwarz wie nachtluft war," das große Netz ausgeworfen, und ruderte langsam vom rötlichen Feuerschein umgeben über das Wasser, das schwarz wie Nachtluft war,",
achtgesichterambiwasse/achtgesichterambiwasse_0452.wav,und das ihm vertraut war wie die diele seiner elternhütte in dieser nacht rauschte der see nicht und soviel kiri auch horchte," und daß ihm vertraut war wie die Diele seiner Elternhütte. In dieser Nacht rauschte der See nicht, und soviel Kiri auch horchte,",
achtgesichterambiwasse/achtgesichterambiwasse_0453.wav,kein fisch rührte sich und schnellte auf es war als sei der see drunten fischleer wie der himmel droben," Kein Fisch rührte sich und schnellte auf. Es war, als sei der See darunter fischleer wie der Himmel droben.",
achtgesichterambiwasse/achtgesichterambiwasse_0454.wav,trotzdem kein nebel war verwunderte sich der junge fischer allmählich dass ihm nicht ein einziges fischerboot begegnete," Trotzdem kein Nebel war, verwunderte sich der junge Fischer allmählich, dass ihm nicht ein einziges Fischerboot begegnete,",
achtgesichterambiwasse/achtgesichterambiwasse_0455.wav,und dass auffallenderweise nicht ein einziges fackellicht von anderen fischenden booten in der dunkeln runde zu bemerken war, und dass auffallenderweise nicht ein einziges Fackellicht von anderen fischenden Booten in der dunklen Runde zu bemerken war.,
achtgesichterambiwasse/achtgesichterambiwasse_0456.wav,nur kiris kienspan knisterte und paffte aber keine welle funkelte," Nur Kiriskins Spahn knisterte und paffte, aber keine Welle funkelte,",
achtgesichterambiwasse/achtgesichterambiwasse_0457.wav,und zum ersten male wurde es kiri unheimlich auf dem altbekannten treuen guten see," und zum ersten Male wurde es Kiri unheimlich auf dem altbekannten, treuen, guten See.",
achtgesichterambiwasse/achtgesichterambiwasse_0458.wav,die ruder ruderten widerstandslos als zerteilten sie gar kein wasser," Die Ruder ruderten widerstandslos, als zerteilten sie gar kein Wasser.",
achtgesichterambiwasse/achtgesichterambiwasse_0459.wav,kiri zog zuletzt die ruder ein und getraute sich nicht mehr den see zu berühren so oft er auch das fischnetz hob  es war leer," Kiri zog zuletzt die Ruder ein und getraute sich nicht mehr, den See zu berühren. So oft er auch das Fischnetz hob, es war leer,",
achtgesichterambiwasse/achtgesichterambiwasse_0460.wav,und nicht die kleinste seemuschel und nicht der kleinste fisch  nichts hing in den nassen maschen," und nicht die kleinste Seemuschel und nicht der kleinste Fisch, nichts hing in den nassen Maschen.",
achtgesichterambiwasse/achtgesichterambiwasse_0461.wav,wie kiri noch lag und nach allen richtungen horchte um geräusche von fernen ufern aufzufangen da er nicht mehr wusste ob sein boot auf der seehöhe," Wie Kiri noch lag und nach allen Richtungen horchte, um Geräusche von fernen Ufern aufzufangen, da er nicht wußte, ob sein Boot auf der Seehöhe",
achtgesichterambiwasse/achtgesichterambiwasse_0462.wav,oder in landnähe sei da tauchte im roten schein seiner kienfackel am kiel ein ovaler fleck auf," oder in Landnähe lag, da tauchte im roten Schein seiner Kienfackel am Kiel ein ovaler Fleck auf.",
achtgesichterambiwasse/achtgesichterambiwasse_0463.wav,ähnlich dem aufgehenden mond über der seelinie kiri griff erleichtert zu den rudern und wollte dem blassen fleck entgegenfahren," Ähnlich dem aufgehenden Mond über der Seelenie. Kiri griff erleichtert zu den Rudern und wollte dem blassen Fleck entgegenfahren,",
achtgesichterambiwasse/achtgesichterambiwasse_0464.wav,aber sein boot schien sich nicht mehr vom fleck zu rühren soviel er auch ruderte," Aber sein Boot schien sich nicht mehr vom Fleck zu rühren, soviel er auch ruderte.",
achtgesichterambiwasse/achtgesichterambiwasse_0465.wav,nun wusste kiri dass eine der seeverzauberungen über ihn und sein boot gekommen war," Nun wusste Kiri, dass eine Seeverzauberung über ihn und sein Boot gekommen war,",
achtgesichterambiwasse/achtgesichterambiwasse_0466.wav,dass der seebann vor dem sich alle bewohner von karasaki fürchten," dass der Seebann, vor dem sich alle Bewohner von Karasaki fürchteten,",
achtgesichterambiwasse/achtgesichterambiwasse_0467.wav,sein boot festhielt und dass das blasse licht das durch den rotbraunen fackelschein ihm entgegensah," sein Boot festhielt, und daß das blasse Licht, das durch den rotbraunen Fackelschein ihm entgegensah,",
achtgesichterambiwasse/achtgesichterambiwasse_0468.wav,das gesicht eines seedämons war dem er nicht mehr ausweichen konnte die kienfackel hörte auf zu paffen," Das Gesicht eines Seedämons war, dem er nicht mehr ausweichen konnte. Die Kienfackel hörte auf zu paffen.",
achtgesichterambiwasse/achtgesichterambiwasse_0469.wav,brannte eine weile lautlos dann schrumpfte ihr licht ein als wäre die fackel ins wasser gefallen," brannte eine Weile lautlos, dann schrumpfte ihr Licht ein, als wäre die Fackel ins Wasser gefallen.",
achtgesichterambiwasse/achtgesichterambiwasse_0470.wav,und das alte vertraute boot in dem kiri von kindheit an geatmet gearbeitet gegessen und geschlafen hatte," Und das altvertraute Boot, in dem Kiri von Kindheit an geatmet, gearbeitet, gegessen und geschlafen hatte,",
achtgesichterambiwasse/achtgesichterambiwasse_0471.wav,war schwarz geworden wie die nachtluft und wie das seewasser kiri fühlte nicht mehr den bootrand, war schwarz geworden wie die Nachtluft und wie das Seewasser. Kiri fühlte nicht mehr den Botrand.,
achtgesichterambiwasse/achtgesichterambiwasse_0472.wav,vielleicht war auch sein körper jetzt luft bezaubert von dem fahlen gesicht des dämons der nun erscheinen sollte," Vielleicht war auch sein Körper jetzt Luft, verzaubert von dem fahlen Gesicht des Dämons, das nun erscheinen sollte.",
achtgesichterambiwasse/achtgesichterambiwasse_0473.wav,kiri erwartete eine schreckensgestalt einen seedrachen mit zackigen flügeln," Kiri erwartete eine Schreckensgestalt, einen Seedrachen mit zackigen Flügeln,",
achtgesichterambiwasse/achtgesichterambiwasse_0474.wav,einen riesen der den kopf nicht auf den schultern trüge sondern dem er aus dem bauch wüchse dort wo sonst bei den menschen der nabel ist," Einen Riesen, der den Kopf nicht auf den Schultern trägt, sondern dem er aus dem Bauch wüchse, dort, wo sonst bei den Menschen der Nabel ist.",
achtgesichterambiwasse/achtgesichterambiwasse_0475.wav,«guten abend kiri» sagte ganz einfach eine stimme im dunkel «warum hast du kein licht an deinem boot»," »Guten Abend, Kiri«, sagte ganz einfach eine Stimme im Dunkeln. »Warum hast du kein Licht an deinem Boot?«",
achtgesichterambiwasse/achtgesichterambiwasse_0476.wav,sagte die stimme eines mädchens «kannst du nicht etwas licht anzünden, fragte die Stimme eines Mädchens. »Kannst du nicht etwas Licht anzünden?«,
achtgesichterambiwasse/achtgesichterambiwasse_0477.wav,ich habe meinen feuerstein ins wasser fallen lassen und bin auf dein boot zugerudert ehe deine fackel auslöschte kiri schläfst du," Ich habe meinen Feuerstein ins Wasser fallen lassen und bin auf dein Boot zugerudert, ehe deine Fackel erlöschte. Kiri, schläfst du?",
achtgesichterambiwasse/achtgesichterambiwasse_0478.wav,höre doch und mache licht» «wer bist du» getraute sich kiri erleichtert zu fragen, »Hör doch und mache Licht!« »Wer bist du?« getraute sich Kiri erleichtert zu fragen.,
achtgesichterambiwasse/achtgesichterambiwasse_0479.wav,«mach licht dann wirst du mich sehen du kennst mich gut kiri verstell dich nicht und erkenne mich," Mach Licht, dann wirst du mich sehen. Du kennst mich gut, Kiri. Verstell dich nicht und erkenne mich.",
achtgesichterambiwasse/achtgesichterambiwasse_0480.wav,erinnerst du dich nicht mehr» sagte die stimme im dunkel «weisst du nicht mehr wo wir uns zum letzten mal verliessen»," »Erinnerst du dich nicht mehr?« sagte die Stimme im Dunkeln. »Weißt du nicht mehr, wo wir uns zum letzten Mal verließen?«",
achtgesichterambiwasse/achtgesichterambiwasse_0481.wav,«nein ich kenne dich noch nicht» gab kiri zurück und sein herz suchte in allen seinen erinnerungen," »Nein, ich kenne dich noch nicht,« gab Kiri zurück, und sein Herz suchte in allen seinen Erinnerungen.",
achtgesichterambiwasse/achtgesichterambiwasse_0482.wav,und wie er grübelte wurde es seltsamerweise tag und kiri sah keinen see keine ufer ," Und wie er grübelte, wurde es seltsamerweise Tag, und Kiri sah keinen See, keinen Ufer.",
achtgesichterambiwasse/achtgesichterambiwasse_0483.wav,er lag auf der altane eines hauses das er gut kannte aber in dem er lange nicht gewesen war," Er lag auf der Altane eines Hauses, das er gut kannte, aber in dem er lange nicht gewesen war.",
achtgesichterambiwasse/achtgesichterambiwasse_0484.wav,neben ihm auf einem flachen seidenkissen sass ein schönes junges mädchen und sagte," Neben ihm auf einem flachen Seidenkissen saß ein schönes junges Mädchen und sagte,",
achtgesichterambiwasse/achtgesichterambiwasse_0485.wav,«samurai kennst du mich jetzt» und er sah sie an und grübelte wieder in seinen erinnerungen," Samurai, kennst du mich jetzt? Und er sah sie an und grübelte wieder in seinen Erinnerungen,",
achtgesichterambiwasse/achtgesichterambiwasse_0486.wav,und sah über das altanengeländer einen zwerggarten mit kleinen brücken und kleinen felsen und unter einer der kleinsten brücken," und sah über das Altanengeländer einen Zwerggarten mit kleinen Brücken und kleinen Felsen, und unter einer der kleinsten Brücken",
achtgesichterambiwasse/achtgesichterambiwasse_0487.wav,ging eben das letzte stückchen der abendsonne unter und kiri grübelte," ging eben das letzte Stückchen der Abendsonne unter, und Kiri grübelte,",
achtgesichterambiwasse/achtgesichterambiwasse_0488.wav,und der erste stern erschien über dem lautlosen zwerggarten aber der junge mann erkannte das mädchen nicht, Und der erste Stern erschien über dem lautlosen Zwerggarten. Aber der junge Mann erkannte das Mädchen nicht.,
achtgesichterambiwasse/achtgesichterambiwasse_0489.wav,und er erkannte auch das haus noch nicht trotzdem er wusste dass es sein haus war doch es lag nicht am see," Und er erkannte auch das Haus noch nicht, trotzdem er wußte, daß es sein Haus war. Doch es lag nicht am See.",
achtgesichterambiwasse/achtgesichterambiwasse_0490.wav,und es war kein fischerhaus, Und es war kein Fischerhaus.,
achtgesichterambiwasse/achtgesichterambiwasse_0491.wav,es war das haus eines samurai eines reichen adeligen aus der kriegerkaste," Es war das Haus eines Samurai, eines reichen Adeligen aus der Kriegerkaste.",
achtgesichterambiwasse/achtgesichterambiwasse_0492.wav,kiri betrachtete seine rechte hand und sah dass sie nicht mehr die grobe hand eines fischers war und kiri grübelte," Kiri betrachtete seine rechte Hand und sah, daß sie nicht mehr die grobe Hand eines Fischers war, und Kiri grübelte,",
achtgesichterambiwasse/achtgesichterambiwasse_0493.wav,und hörte plötzlich einen laut wie wenn aus vielen tempeln viele gongs andröhnen," und hörte plötzlich einen Laut, wie wenn aus vielen Tempeln viele Gongs andröhnen.",
achtgesichterambiwasse/achtgesichterambiwasse_0494.wav,er fragte das mädchen neben sich auf der altane «welches fest ist heute weil alle tempel rufen»," Er fragte das Mädchen neben sich auf der Altane, welches Fest ist heute, weil alle Tempel rufen?",
achtgesichterambiwasse/achtgesichterambiwasse_0495.wav,«es ist kein fest» sagte das mädchen und war rot und leuchtete wie eine fackel," »Es ist kein Fest,« sagte das Mädchen und war rot und leuchtete wie eine Fackel.",
achtgesichterambiwasse/achtgesichterambiwasse_0496.wav,trotzdem kein licht auf dem altan brannte und kiri grübelte wieder aber die tempelgongs schwiegen nicht, Trotzdem kein Licht auf dem Altar brannte. Kiri grübelte weiter. Aber die Tempelgongs schwiegen nicht.,
achtgesichterambiwasse/achtgesichterambiwasse_0497.wav,und auch die erde unter ihm dröhnte wie ein tempelgong und schien kiri zu wecken und zu rufen, und auch die Erde unter ihm dröhnte wie ein Tempelgong und schien Kiri zu wecken und zu rufen.,
achtgesichterambiwasse/achtgesichterambiwasse_0498.wav,«es ist kein fest es ist ein krieg» sagte kiri plötzlich «was ist das für ein krieg um die tempel und auf der erde»," »Es ist kein Fest, es ist ein Krieg«, sagte Kiri plötzlich. »Was ist das für ein Krieg um die Tempel und auf der Erde?«",
achtgesichterambiwasse/achtgesichterambiwasse_0499.wav,fragte er von neuem das mädchen dieses wurde blass und leuchtete weiss wie ein metallspiegel und sagte," fragte er von neuem das Mädchen. Diese wurde blass und leuchtete weiß wie ein Metallspiegel und sagte,",
achtgesichterambiwasse/achtgesichterambiwasse_0500.wav,«es ist kein krieg kiri kein krieg um die tempel und kein krieg auf der erde» dabei bog sie sich über ihn," Es ist kein Krieg, Kiri, kein Krieg um die Tempel und kein Krieg auf der Erde.« Dabei bog sie sich über ihn,",
achtgesichterambiwasse/achtgesichterambiwasse_0501.wav,legte ihre wange an kiris ohr und ihre hand auf sein herz da wurde es still draussen um die tempel," legte ihre Wange an Kiris Ohr und ihre Hand auf sein Herz. Da wurde es still draußen um die Tempel,",
achtgesichterambiwasse/achtgesichterambiwasse_0502.wav,und auch die erde schwieg die sterne über dem garten verschwanden und kiri hörte wie ein leiser regen begann," und auch die Erde schwieg. Die Sterne über dem Garten verschwanden und Kiri hörte, wie ein leiser Regen begann.",
achtgesichterambiwasse/achtgesichterambiwasse_0503.wav,es regnete ein nachtregen und er sah mit offenen augen dass das mädchen neben ihm aufstand diener hereinwinkte," Es regnete ein Nachtregen, und er sah mit offenen Augen, dass das Mädchen neben ihm aufstand. Dina herbeiwinkte.",
achtgesichterambiwasse/achtgesichterambiwasse_0504.wav,ihn in eine sänfte legen liess und sich selbst zu ihm hinein in die sänfte kauerte, ihn in eine Sänfte legen ließ und sich selbst zu ihm hinein in die Sänfte kauerte.,
achtgesichterambiwasse/achtgesichterambiwasse_0505.wav,und der regen regnete leise auf das dach der sänfte wie das getrippel einer tanzenden frau dann standen die diener," Und der Regen regnete leise auf das Dach der Senfte, wie das Getrippel einer tanzenden Frau. Dann standen die Diener,",
achtgesichterambiwasse/achtgesichterambiwasse_0506.wav,nach stunden schien es ihm still man hob kiri aus der sänfte heraus er liess alles geschehen," Nach Stunden, wie es schien, still. Man hob Kiri aus der Sänfte heraus. Er ließ alles geschehen.",
achtgesichterambiwasse/achtgesichterambiwasse_0507.wav,und sah nur mit offenen augen zu dass man ihn in ein boot legte," und sah nur mit offenen Augen zu, dass man ihn in ein Boot legte.",
achtgesichterambiwasse/achtgesichterambiwasse_0508.wav,es war ein vornehmes grosses boot ein samuraiboot ein goldlackhaus stand inmitten des bootes," Es war ein vornehmes großes Boot, ein Samurai-Boot. Ein Goldlackhaus stand inmitten des Bootes.",
achtgesichterambiwasse/achtgesichterambiwasse_0509.wav,eine grosse rote laterne brannte am kiel und die diener legten ihn auf die diele des goldlackhauses," Eine große rote Laterne brannte am Kiel, und die Diener legten ihn auf die Diele des Goldlackhauses.",
achtgesichterambiwasse/achtgesichterambiwasse_0510.wav,und kiri hörte wieder den regen auf das dach trippeln wie die füsse von hundert tänzerinnen neben ihm sass das junge mädchen," Und Kiri hörte wieder den Regen auf das Dach trippeln wie die Füße von tausend Tänzerinnen. Neben ihm saß das junge Mädchen,",
achtgesichterambiwasse/achtgesichterambiwasse_0511.wav,dessen arme liessen seinen nacken nicht los nur durch die offene tür des bootshauses sah kiri an der roten laterne," dessen Arme ließen seinen Nacken nicht los. Nur durch die offene Tür des Bootshauses sah Kiri an der roten Laterne,",
achtgesichterambiwasse/achtgesichterambiwasse_0512.wav,die ausgelöscht wurde und wieder angezündet dass es tag und nacht wurde aber wie viele tage und nächte vergingen," die ausgelöscht wurde und wieder angezündet, daß es Tag und Nacht wurde. Aber wie viele Tage und Nächte vergingen,",
achtgesichterambiwasse/achtgesichterambiwasse_0513.wav,das wusste er nicht immer regnete der regen dieser seltsame regen," Das wußte er nicht. Immer regnete der Regen, dieser seltsame Regen,",
achtgesichterambiwasse/achtgesichterambiwasse_0514.wav,der auch regnete wenn die sonne am tage hereinschien und auch nachts wenn die sterne an der tür des goldlackhauses standen," der auch regnete, wenn die Sonne am Tage herein schien, und auch nachts, wenn die Sterne an der Tür des Goldlackhauses standen,",
achtgesichterambiwasse/achtgesichterambiwasse_0515.wav,und der nur dann aufhörte wenn das mädchen neben ihm für einen augenblick die wange an seine wange legte," Und der nur aufhörte, wenn das Mädchen neben ihm für einen Augenblick die Wange an seine Wange legte,",
achtgesichterambiwasse/achtgesichterambiwasse_0516.wav,die lippen an seine lippen und die zungenspitze an seine zungenspitze allmählich aber wurde kiri den regen gewohnt, die Lippen an seine Lippen und die Zungenspitze an seine Zungenspitze. Allmählich aber wurde Kiri den Regen gewohnt.,
achtgesichterambiwasse/achtgesichterambiwasse_0517.wav,und eines tages übte er keinen bann mehr auf seine glieder aber er sah an dem erschrockenen gesicht des jungen mädchens, Und eines Tages übte er keinen Bann mehr auf seine Glieder. Aber er sah an dem erschrockenen Gesicht des jungen Mädchens,
achtgesichterambiwasse/achtgesichterambiwasse_0518.wav,es gefiel ihr nicht dass er den regen vergessen dass er sich aufrichten und sich umsehen konnte da fragte kiri sie," Es gefiel ihr nicht, daß er den Regen vergessen, daß er sich aufrichten und sich umsehen konnte. Da fragte Kirisi,",
achtgesichterambiwasse/achtgesichterambiwasse_0519.wav,«wo sind wir» «in japan samurai» sagte das mädchen ausweichend," Wo sind wir? In Japan, Samurai? sagte das Mädchen ausweichend.",
achtgesichterambiwasse/achtgesichterambiwasse_0520.wav,achtmal wurde die laterne draussen ausgelöscht und achtmal wieder angezündet, Achtmal wurde die Laterne draußen ausgelöscht und achtmal wieder angezündet.,
achtgesichterambiwasse/achtgesichterambiwasse_0521.wav,und kiri hatte wieder zählen gelernt am neunten tag fragte er abermals das mädchen," Und Kiri hatte wieder zählen gelernt. Am neunten Tag fragte er abermals das Mädchen,",
achtgesichterambiwasse/achtgesichterambiwasse_0522.wav,«wo sind wir in japan» «auf dem biwasee samurai» sagte das mädchen," Wo sind wir in Japan? Auf dem Biwa-See, Samurai, sagte das Mädchen.",
achtgesichterambiwasse/achtgesichterambiwasse_0523.wav,«sind viele menschen auf dem see» fragte kiri «samurai nur ich und du," »Sind viele Menschen auf dem See?« fragte Kiri. »Samurai, nur ich und du.",
achtgesichterambiwasse/achtgesichterambiwasse_0524.wav,und die ruderer und ein paar diener deines hauses» «aber ich höre viele menschen auf dem see», Und die Ruderer und ein paar Diener deines Hauses. Aber ich höre viele Menschen auf dem See.,
achtgesichterambiwasse/achtgesichterambiwasse_0525.wav,«o herr es sind nicht menschen die du hörst das sind die vielen füsse des regens»," O Herr, es sind nicht Menschen, die du hörst, es sind die vielen Füße des Regens.",
achtgesichterambiwasse/achtgesichterambiwasse_0526.wav,kiri schwieg noch einmal eine nacht lang aber als die rote laterne am morgen ausgelöscht wurde," Kiri schwieg noch einmal eine Nacht lang, aber als die rote Laterne am Morgen ausgelöscht wurde,",
achtgesichterambiwasse/achtgesichterambiwasse_0527.wav,und der letzte stern aus der offenen tür ging richtete er sich auf und fragte «wo sind wir auf dem biwasee»," und der letzte Stern aus der offenen Tür ging, richtete er sich auf und fragte, »Wo sind wir auf dem Biversee?«",
achtgesichterambiwasse/achtgesichterambiwasse_0528.wav,«wir sind auf der höhe von karasaki herr» antwortete das mädchen," »Wir sind auf der Höhe von Karasaki, Herr«, antwortete das Mädchen.",
achtgesichterambiwasse/achtgesichterambiwasse_0529.wav,aber ihre stimme war vor schreck nicht mehr ihre stimme und das rascheln der seide ihrer ärmel war lauter als ihre sprache," Aber ihre Stimme war vor Schreck nicht mehr ihre Stimme, und das Rascheln der Seide ihres Ärmels war lauter als ihre Sprache.",
achtgesichterambiwasse/achtgesichterambiwasse_0530.wav,kiri musste noch einmal fragen um sie zu verstehen," Kiri musste noch einmal fragen, um sie zu verstehen.",
achtgesichterambiwasse/achtgesichterambiwasse_0531.wav,und er richtete sich auf und befahl mit seinen augen dem mädchen zu bleiben und ihn nicht mehr anzurühren," und er richtete sich auf und befahl, mit seinem Augen dem Mädchen zu bleiben und ihn nicht mehr anzurühren.",
achtgesichterambiwasse/achtgesichterambiwasse_0532.wav,aber er hatte ihr nicht befohlen zu schweigen «bleib doch bei mir samurai» sagte sie lauter und flehend," aber er hatte ihr nicht befohlen, zu schweigen. »Bleib doch bei mir, Samurai!« sagte sie lauter und flehend.",
achtgesichterambiwasse/achtgesichterambiwasse_0533.wav,«sieh es wird bald wieder nacht draussen»," Sieh, es wird bald wieder Nacht draußen.",
achtgesichterambiwasse/achtgesichterambiwasse_0534.wav,und sie hob ihre weissen händchen aus den ärmeln und langte nach den zipfeln von kiris ärmeln," Und sie hob ihre weißen Händchen aus den Ärmeln und langte nach den Zipfeln von Kiris Ärmel,",
achtgesichterambiwasse/achtgesichterambiwasse_0535.wav,und hielt sie mit ihren kleinen händen fester als ein dornbusch, und hielt sie mit ihren kleinen Händen fester als ein Dornbusch.,
achtgesichterambiwasse/achtgesichterambiwasse_0536.wav,da lachte kiri über die kraft der kleinen finger blieb aufrecht sitzen und hörte für eine weile wieder den regen," Da lachte Kiri über die Kraft der kleinen Finger, blieb aufrecht sitzen und hörte für eine Weile wieder den Regen.",
achtgesichterambiwasse/achtgesichterambiwasse_0537.wav,das mädchen schmeichelte ihm und legte die wange an seine wange und sagte «was willst du draussen samurai wo es immer regnet»," Das Mädchen schmeichelte ihm und legte die Wange an seine Wange und sagte, »Was willst du draußen, Samurai, wo es immer regnet?«",
achtgesichterambiwasse/achtgesichterambiwasse_0538.wav,und ihre hände und ihre stimme brachten es noch einmal fertig dass kiri nicht aufstand und bei dem mädchen sitzen blieb," Und ihre Hände und ihre Stimme brachten es noch einmal fertig, daß Kiri nicht aufstand und bei dem Mädchen sitzen blieb,",
achtgesichterambiwasse/achtgesichterambiwasse_0539.wav,und sich schmeicheln liess und sie liebkoste," und sich schmeicheln ließ, und sie liebkoste.",
achtgesichterambiwasse/achtgesichterambiwasse_0540.wav,aber in derselben nacht noch gegen mitternacht als die rote laterne vom kiel die diele des goldlackhauses rot beleuchtete," Aber in derselben Nacht noch, gegen Mitternacht, als die rote Laterne vom Kiel der Diele des Goldlackhauses rot leuchtete,",
achtgesichterambiwasse/achtgesichterambiwasse_0541.wav,sah kiri eine zweite laterne eine gelbe," Sakiri eine zweite Laterne, eine gelbe,",
achtgesichterambiwasse/achtgesichterambiwasse_0542.wav,neben dem kiel aufsteigen und er erkannte dass es der gelbe vollmond war «wie kann es regnen» sagte kiri zu dem mädchen," neben dem Kiel aufsteigen, und er erkannte, daß es der gelbe Vollmond war. »Wie kann es regnen?« sagte Kiri zu dem Mädchen.",
achtgesichterambiwasse/achtgesichterambiwasse_0543.wav,«wenn der vollmond draussen neben der roten laterne scheint» «es regnet immer nachts über karasaki» sagte das mädchen," wenn der Vollmond draußen neben der roten Laterne scheint. Es regnet immer nachts über Karasaki, sagte das Mädchen.",
achtgesichterambiwasse/achtgesichterambiwasse_0544.wav,und war zwiefach von der laterne und dem mond beschienen «du hast zwei farben im gesicht als ob du lögest," und war zweifach von der Laterne und dem Mond beschienen. Du hast zwei Farben im Gesicht, als ob du lügest.",
achtgesichterambiwasse/achtgesichterambiwasse_0545.wav,ich höre keinen regen mehr» «o hörst du nicht mehr den nachtregen über karasaki» sagte das mädchen," Ich höre keinen Regen mehr.« »Oh, du hörst nicht mehr den Nachtregen über Karasaki?« sagte das Mädchen.",
achtgesichterambiwasse/achtgesichterambiwasse_0546.wav,öffnete den grossen fächer und hielt ihn gegen den mond und gegen die laterne so dass ihr gesicht dunkel war," öffnete den großen Fächer und hielt ihn gegen den Mond und gegen die Laterne, sodass ihr Gesicht dunkel war.",
achtgesichterambiwasse/achtgesichterambiwasse_0547.wav,«ich höre keinen regen mehr lass uns aufstehen ich will den see und die ufer im vollmond sehen» «o höre doch den regen»," Ich höre keinen Regen mehr. Lass uns aufstehen. Ich will den See und die Ufer im Vollmond sehen. Oh, höre doch den Regen!",
achtgesichterambiwasse/achtgesichterambiwasse_0548.wav,flehte das mädchen «bleib» und sie hob wieder ihre kleinen hände um ihn zu halten," flehte das Mädchen. »Bleib!« Und sie hob wieder ihre kleinen Hände, um ihn zu halten.",
achtgesichterambiwasse/achtgesichterambiwasse_0549.wav,da befahl kiri ihr die hände in die ärmel zu verstecken und sagte «schweig»," Da befahl Piri ihr, die Hände in die Ärmel zu verstecken, und sagte »Schweig«.",
achtgesichterambiwasse/achtgesichterambiwasse_0550.wav,zum erstenmal seit vielen vielen tagen und nächten stand kiri auf und fühlte wieder dass er füsse knie schultern ellenbogen," Zum ersten Mal seit vielen, vielen Tagen und Nächten stand Kiri auf und fühlte wieder, daß er Füße, Knie, Schultern, Ellenbogen,",
achtgesichterambiwasse/achtgesichterambiwasse_0551.wav,und eine atmende brust hatte, und eine atmende Brust hatte.,
achtgesichterambiwasse/achtgesichterambiwasse_0552.wav,und aus dem schwülen räucherwerk das in dem lackhaus brannte trat er durch die offene tür hinaus in das boot," Und aus dem schwülen Räucherwerk, das in dem Lackhaus brannte, trat er durch die offene Tür hinaus in das Boot,",
achtgesichterambiwasse/achtgesichterambiwasse_0553.wav,das sich bei kiris aufstampfendem gang tiefer ins wasser drückte «ich will nach karasaki fahren», das sich bei Kiris aufstampfendem Gang tief ins Wasser drückte. Ich will nach Karasaki fahren.,
achtgesichterambiwasse/achtgesichterambiwasse_0554.wav,rief er den ruderern zu, rief er den Roderern zu.,
achtgesichterambiwasse/achtgesichterambiwasse_0555.wav,und als er sich gegen das goldlackhaus umwandte sah er oben auf der kleinen altane des daches sechs frauen sitzen," Und als er sich gegen das Goldlackhaus umwandte, sah er oben auf der kleinen Altane des Dachs sechs Frauen sitzen.",
